id;deglat;minlat;seclat;deglong;minlong;seclong;utmzone;utmeast;utmnorth;utmsrid;decimlat;decimlong
2018-01882;55;22;27;-111;10;16;;;;;;
2018-01898;55;21;60;-111;10;1;;;;;;
2018-01904;55;22;26;-111;10;28;;;;;;
2018-01918;55;22;34;-111;10;23;;;;;;
2018-01924;55;22;22;-111;10;26;;;;;;
2018-04171;;;;;;;;;;;;
2018-04172;;;;;;;;;;;;
2018-04692;55;22;19;-111;9;4;;;;;;
2018-04742;55;22;19;-111;9;1;;;;;;
2021-35059;;;;;;;;;;;;
2021-35167;;;;;;;;;;;;
2022-15543;;;;;;;;;;;;
2022-15544;;;;;;;;;;;;
2022-15545;;;;;;;;;;;;
2018-04173;;;;;;;11;417535.68;6299473.08;32611;;
2023-02408;;;;;;;;;;;;
2023-02417;;;;;;;;;;;;
2018-00166;56;25;56.9;-111;6;29.3;;;;;;
2018-04212;;;;;;;11;413267.83;6290484.83;32611;;
2018-04213;;;;;;;11;413454.5;6291764.5;32611;;
2018-04675;55;6;34.79;-118;45;39.26;;;;;;
2022-15366;;;;;;;;;;;;
2023-02370;;;;;;;;;;;;
2021-35165;;;;;;;;;;;;
2023-02371;;;;;;;;;;;;
2018-01473;;;;;;;;;;;;
2018-00296;56;26;0.6;-111;3;57.5;;;;;;
2018-01815;55;22;34;-111;10;23;;;;;;
2021-35133;;;;;;;;;;;;
2022-15546;;;;;;;;;;;;
2023-02372;;;;;;;;;;;;
2018-00156;56;31;23;-111;16;14.8;;;;;;
2018-01514;;;;;;;;;;;;
2018-01065;56;23;19.7;-111;2;10.8;;;;;;
2018-01444;;;;;;;;;;;;
2018-01445;;;;;;;;;;;;
2018-01446;;;;;;;;;;;;
2018-01454;;;;;;;;;;;;
2018-01455;;;;;;;;;;;;
2018-01456;;;;;;;;;;;;
2018-01457;;;;;;;;;;;;
2018-01458;;;;;;;;;;;;
2018-01459;;;;;;;;;;;;
2018-01463;;;;;;;;;;;;
2018-01464;;;;;;;;;;;;
2018-01466;;;;;;;;;;;;
2018-01467;;;;;;;;;;;;
2018-01468;;;;;;;;;;;;
2018-01469;;;;;;;;;;;;
2018-01470;;;;;;;;;;;;
2018-01471;;;;;;;;;;;;
2018-01486;;;;;;;;;;;;
2018-01487;;;;;;;;;;;;
2018-01488;;;;;;;;;;;;
2018-01489;;;;;;;;;;;;
2018-01490;;;;;;;;;;;;
2018-01878;55;21;60;-111;10;1;;;;;;
2018-02293;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02317;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-04174;;;;;;;11;414282.75;6291003.17;32611;;
2018-04175;;;;;;;11;414765.07;6290081.5;32611;;
2018-04176;;;;;;;11;417417.08;6294798.92;32611;;
2018-04177;;;;;;;11;418937.24;6290573.24;32611;;
2018-04764;55;22;14;-111;10;33;;;;;;
2018-04773;55;22;22;-111;10;26;;;;;;
2018-04779;55;22;25;-111;10;28;;;;;;
2018-04822;55;21;60;-111;10;1;;;;;;
2018-05165;55;3;21;-111;59;24;;;;;;
2018-05459;;;;;;;;;;;;
2021-35199;;;;;;;;;;;;
2021-35497;;;;;;;;;;;;
2022-15047;;;;;;;;;;;;
2022-15153;;;;;;;;;;;;
2022-15198;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2022-15205;;;;;;;;;;;;
2023-02405;;;;;;;;;;;;
2023-02414;;;;;;;;;;;;
2018-00765;56;22;1.3;-111;35;3.2;;;;;;
2018-00780;56;36;0.3;-111;18;40.9;;;;;;
2018-00917;56;22;1.4;-111;35;2.7;;;;;;
2018-00951;56;31;22.8;-111;16;12.8;;;;;;
2018-04465;54;34;59;-110;28;15;;;;;;
2018-04489;54;34;59;-110;28;15;;;;;;
2018-04867;55;6;35.83;-118;45;40.43;;;;;;
2018-05021;54;57;19;-112;50;5;;;;;;
2018-05166;54;32;30;-111;14;21;;;;;;
2021-35043;55;6;35.88;118;45;35.01;;;;;;
2018-01418;;;;;;;;;;;;
2018-01436;;;;;;;;;;;;
2018-01437;;;;;;;;;;;;
2018-00130;56;29;35;-111;13;52.8;;;;;;
2018-00188;56;26;9.6;-111;12;22.3;;;;;;
2018-00204;56;23;20.9;-111;2;10.5;;;;;;
2018-00320;56;24;48.8;-111;2;53;;;;;;
2018-00383;56;38;5.5;-111;9;8;;;;;;
2018-00443;56;22;1.3;-111;35;3.2;;;;;;
2018-00456;56;36;0.3;-111;18;40.9;;;;;;
2018-00483;56;31;22.8;-111;16;15.7;;;;;;
2018-00884;56;38;58.1;-111;18;49.6;;;;;;
2018-00906;56;38;5.6;-111;9;7.2;;;;;;
2018-00961;56;26;9.6;-111;12;22.3;;;;;;
2018-01712;55;22;19;-111;8;58;;;;;;
2018-02261;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02375;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02377;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-04178;;;;;;;11;414765.07;6290081.5;32611;;
2018-04179;;;;;;;11;416051.5;6295675.5;32611;;
2018-04180;;;;;;;11;418736.19;6299446.63;32611;;
2018-04181;;;;;;;11;416122.42;6298388.33;32611;;
2018-04182;;;;;;;11;417535.68;6299499.39;32611;;
2018-04498;54;34;59;-110;28;15;;;;;;
2018-04584;54;34;59;-110;28;15;;;;;;
2018-04649;55;6;37.47;-118;45;40.16;;;;;;
2018-05167;55;3;21;-111;59;24;;;;;;
2018-05236;;;;;;;;;;;;
2018-05460;;;;;;;;;;;;
2021-35414;;;;;;;;;;;;
2022-15094;;;;;;;;;;;;
2022-15159;;;;;;;;;;;;
2022-15173;;;;;;;;;;;;
2022-15346;;;;;;;;;;;;
2022-15373;;;;;;;;;;;;
2022-15547;;;;;;;;;;;;
2023-02101;;;;;;;;;;;;
2023-02392;;;;;;;;;;;;
2023-02373;;;;;;;;;;;;
2018-04183;;;;;;;;;;;;
2018-05483;;;;;;;;;;;;
2022-15160;;;;;;;;;;;;
2022-15182;;;;;;;;;;;;
2022-15191;;;;;;;;;;;;
2018-02143;;;;;;;12;334937.47;5936368.23;32612;;
2018-05168;54;57;38;-112;0;30;;;;;;
2018-05525;;;;;;;;;;;;
2018-05526;;;;;;;;;;;;
2018-05527;;;;;;;;;;;;
2022-15161;;;;;;;;;;;;
2023-02384;;;;;;;;;;;;
2023-02388;;;;;;;;;;;;
2023-02389;;;;;;;;;;;;
2022-15168;;;;;;;;;;;;
2022-15175;;;;;;;;;;;;
2022-15178;;;;;;;;;;;;
2018-02147;;;;;;;12;330515.54;5932079.44;32612;;
2023-02403;;;;;;;;;;;;
2018-00484;56;31;22.8;-111;16;15.7;;;;;;
2018-05491;;;;;;;;;;;;
2022-15157;;;;;;;;;;;;
2022-15162;;;;;;;;;;;;
2023-02407;;;;;;;;;;;;
2022-15183;;;;;;;;;;;;
2022-15174;;;;;;;;;;;;
2022-15177;;;;;;;;;;;;
2022-15190;;;;;;;;;;;;
2023-02397;;;;;;;;;;;;
2018-01474;;;;;;;;;;;;
2018-01492;;;;;;;;;;;;
2018-01493;;;;;;;;;;;;
2018-01494;;;;;;;;;;;;
2018-01496;;;;;;;;;;;;
2018-01497;;;;;;;;;;;;
2018-01498;;;;;;;;;;;;
2018-00015;56;25;56.9;-111;6;29.3;;;;;;
2018-00132;56;29;33.8;-111;13;51.7;;;;;;
2018-00326;56;24;48.8;-111;2;53;;;;;;
2018-00368;56;23;54.6;-111;35;3.5;;;;;;
2018-00537;56;23;55.7;-111;35;2.9;;;;;;
2018-01731;55;22;26;-111;10;28;;;;;;
2018-01797;55;22;19;-111;9;4;;;;;;
2018-01803;55;22;19;-111;9;7;;;;;;
2018-01869;55;22;19;-111;9;4;;;;;;
2018-01893;55;22;19;-111;9;4;;;;;;
2018-02230;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02423;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-04184;;;;;;;11;419184.58;6290419.33;32611;;
2018-04185;;;;;;;11;415081;6290631.83;32611;;
2018-04186;;;;;;;11;417740.22;6299438.5;32611;;
2018-04187;;;;;;;11;417717.34;6299217.56;32611;;
2018-04439;54;34;58;-110;28;30;;;;;;
2018-04470;54;34;58;-110;28;30;;;;;;
2018-04666;55;6;34.07;-118;45;41.07;;;;;;
2018-05022;54;57;19;-112;50;5;;;;;;
2018-05169;55;8;31;-112;57;30;;;;;;
2018-05461;;;;;;;;;;;;
2021-35011;55;6;37.88;118;45;37.3;;;;;;
2021-35173;;;;;;;;;;;;
2021-35435;;;;;;;;;;;;
2022-15036;;;;;;;;;;;;
2022-15274;;;;;;;;;;;;
2022-15292;;;;;;;;;;;;
2022-15548;;;;;;;;;;;;
2023-02374;;;;;;;;;;;;
2018-01483;;;;;;;;;;;;
2018-01484;;;;;;;;;;;;
2018-01485;;;;;;;;;;;;
2018-01495;;;;;;;;;;;;
2022-15549;;;;;;;;;;;;
2018-04188;;;;;;;11;416931.5;6289915.17;32611;;
2018-04189;;;;;;;11;412261.67;6290125.75;32611;;
2018-04190;;;;;;;11;418808.06;6295997.63;32611;;
2018-05023;54;57;19;-112;50;5;;;;;;
2021-35025;55;6;35.6;118;45;38.79;;;;;;
2018-01499;;;;;;;;;;;;
2018-00089;56;25;55.5;-111;6;27.9;;;;;;
2018-01475;;;;;;;;;;;;
2018-01476;;;;;;;;;;;;
2018-01477;;;;;;;;;;;;
2018-01478;;;;;;;;;;;;
2018-01479;;;;;;;;;;;;
2018-01480;;;;;;;;;;;;
2018-01481;;;;;;;;;;;;
2018-01482;;;;;;;;;;;;
2018-02318;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02338;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02664;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-04191;;;;;;;11;413454.5;6291764.5;32611;;
2018-04192;;;;;;;11;415973.17;6291824.75;32611;;
2018-04193;;;;;;;11;414806.14;6291159.36;32611;;
2018-04194;;;;;;;11;415621.67;6291127.92;32611;;
2018-04195;;;;;;;11;416688.83;6295087.17;32611;;
2018-04196;;;;;;;11;417642.67;6295852.33;32611;;
2018-04197;;;;;;;11;414806.14;6291159.36;32611;;
2018-04198;;;;;;;;;;;;
2018-05024;54;55;12;-111;27;43;;;;;;
2018-05462;;;;;;;;;;;;
2021-35044;55;6;37.47;118;45;40.16;;;;;;
2023-02140;;;;;;;;;;;;
2018-04199;;;;;;;11;417403.67;6298143.25;32611;;
2018-04200;;;;;;;11;419262.38;6296016.44;32611;;
2018-04201;;;;;;;11;417403.67;6298143.25;32611;;
2018-04202;;;;;;;11;418470.92;6290758.67;32611;;
2018-05170;55;3;21;-111;59;24;;;;;;
2018-04203;;;;;;;11;414282.75;6291003.17;32611;;
2018-04204;;;;;;;11;419262.38;6296016.44;32611;;
2018-04205;;;;;;;11;416675.83;6298047.67;32611;;
2018-05463;;;;;;;;;;;;
2018-01512;;;;;;;;;;;;
2018-02936;;;;;;;11;412946;6289812;32611;;
2018-02953;;;;;;;11;413061;6289872;32611;;
2018-02957;;;;;;;11;415325;6290467;32611;;
2018-03020;;;;;;;11;415958;6295819;32611;;
2018-05486;;;;;;;;;;;;
2018-05487;;;;;;;;;;;;
2022-15151;;;;;;;;;;;;
2022-15189;;;;;;;;;;;;
2023-02398;;;;;;;;;;;;
2018-00388;56;38;5.5;-111;9;8;;;;;;
2018-00854;56;24;48.8;-111;2;53;;;;;;
2018-02961;;;;;;;11;415389;6290260;32611;;
2018-04206;;;;;;;11;418081.83;6299662.67;32611;;
2018-04207;;;;;;;11;416793.75;6295257;32611;;
2018-04208;;;;;;;11;416688.83;6295087.17;32611;;
2018-05498;;;;;;;;;;;;
2021-35158;;;;;;;;;;;;
2023-02404;;;;;;;;;;;;
2018-04411;54;34;59;-110;28;15;;;;;;
2018-04461;54;34;59;-110;28;15;;;;;;
2018-05502;;;;;;;;;;;;
2022-15155;;;;;;;;;;;;
2022-15152;;;;;;;;;;;;
2023-02427;;;;;;;;;;;;
2018-01491;;;;;;;;;;;;
2018-02240;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-01419;;;;;;;;;;;;
2018-01420;;;;;;;;;;;;
2018-01421;;;;;;;;;;;;
2018-05492;;;;;;;;;;;;
2018-00109;56;31;22.8;-111;16;15.7;;;;;;
2018-02994;;;;;;;11;417232.82;6294231.98;32611;;
2018-03142;;;;;;;11;412989;6289826;32611;;
2018-04209;;;;;;;11;417753.71;6299444.5;32611;;
2018-04210;;;;;;;11;417763.67;6299235.08;32611;;
2018-04211;;;;;;;11;417403.67;6298143.25;32611;;
2018-05077;55;3;21;-111;59;24;;;;;;
2018-05171;54;33;44;-111;15;5;;;;;;
2022-15097;;;;;;;;;;;;
2018-01472;;;;;;;;;;;;
2018-00834;56;31;44.9;-111;18;44.6;;;;;;
2018-05025;54;58;17;-112;0;21;;;;;;
2022-15154;;;;;;;;;;;;
2022-15211;;;;;;;;;;;;
2022-15392;;;;;;;;;;;;
2021-35589;;;;;;;;;;;;
2022-15186;;;;;;;;;;;;
2018-00640;56;38;6;-111;9;5.7;;;;;;
2018-00846;56;23;20.9;-111;2;10.5;;;;;;
2018-01508;;;;;;;;;;;;
2018-01509;;;;;;;;;;;;
2018-01510;;;;;;;;;;;;
2018-01511;;;;;;;;;;;;
2018-01519;;;;;;;;;;;;
2018-01520;;;;;;;;;;;;
2018-03001;;;;;;;11;415366;6290302;32611;;
2018-04214;;;;;;;;;;;;
2018-04377;54;34;59;-110;28;15;;;;;;
2018-04403;54;34;59;-110;28;15;;;;;;
2018-04418;54;34;59;-110;28;15;;;;;;
2018-04482;54;34;59;-110;28;15;;;;;;
2018-04517;54;34;59;-110;28;15;;;;;;
2018-04544;54;34;59;-110;28;15;;;;;;
2018-04548;54;34;58;-110;28;30;;;;;;
2018-05026;54;57;19;-112;50;5;;;;;;
2018-01435;;;;;;;;;;;;
2018-05541;55;6;37.81;118;45;40.67;;;;;;
2022-15092;;;;;;;;;;;;
2018-03055;;;;;;;11;417038;6296699;32611;;
2018-00292;56;26;0.5;-111;3;54.4;;;;;;
2018-00294;56;26;0.6;-111;3;57.5;;;;;;
2018-00679;56;26;0.6;-111;3;57.5;;;;;;
2018-00735;56;25;55.5;-111;6;27.9;;;;;;
2018-00992;56;23;21;-111;2;10.4;;;;;;
2018-01016;56;23;54;-111;35;3.7;;;;;;
2018-01019;56;26;18.3;-111;20;12.8;;;;;;
2018-01049;56;26;0.6;-111;3;57.5;;;;;;
2018-01053;56;24;49.3;-111;2;52.8;;;;;;
2018-01068;56;22;15.3;-111;0;36.6;;;;;;
2018-01901;55;22;19;-111;9;7;;;;;;
2018-04857;55;6;37.81;-118;45;40.67;;;;;;
2021-35111;;;;;;;;;;;;
2021-35216;;;;;;;;;;;;
2021-35321;;;;;;;;;;;;
2022-15550;;;;;;;;;;;;
2021-35129;;;;;;;;;;;;
2022-15551;;;;;;;;;;;;
2018-02382;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02383;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2021-35186;;;;;;;;;;;;
2018-05495;;;;;;;;;;;;
2022-15046;;;;;;;;;;;;
2018-01290;;;;;;;;;;;;
2018-01291;;;;;;;;;;;;
2018-01292;;;;;;;;;;;;
2018-01299;;;;;;;;;;;;
2018-01300;;;;;;;;;;;;
2018-01301;;;;;;;;;;;;
2018-01302;;;;;;;;;;;;
2018-01303;;;;;;;;;;;;
2018-01304;;;;;;;;;;;;
2018-01305;;;;;;;;;;;;
2018-01306;;;;;;;;;;;;
2018-01307;;;;;;;;;;;;
2018-01551;;;;;;;;;;;;
2018-02327;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02334;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02517;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-00695;56;25;56.5;-111;6;29.1;;;;;;
2018-02348;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02359;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02360;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02448;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02533;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-04215;;;;;;;11;415953.92;6298798.42;32611;;
2018-04216;;;;;;;11;418143.5;6292912.63;32611;;
2018-04217;;;;;;;11;417763.67;6299235.08;32611;;
2018-04218;;;;;;;11;416731.25;6292891.5;32611;;
2018-04219;;;;;;;11;418660.25;6296422;32611;;
2018-04220;;;;;;;;;;;;
2018-04874;55;6;37.88;-118;45;37.3;;;;;;
2018-05464;;;;;;;;;;;;
2018-05496;;;;;;;;;;;;
2021-35032;55;6;35.08;118;45;38.99;;;;;;
2023-02426;;;;;;;;;;;;
2018-01289;;;;;;;;;;;;
2018-01214;;;;;;;;;;;;
2018-00573;56;23;20.9;-111;2;10.5;;;;;;
2018-02060;;;;;;;12;334964.74;5935211.25;32612;;
2018-02062;;;;;;;12;335050.38;5935153.58;32612;;
2018-02077;;;;;;;12;334964.74;5935211.25;32612;;
2018-02087;;;;;;;;;;;;
2018-02129;;;;;;;;;;;;
2018-02292;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02339;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-04221;;;;;;;11;419071.17;6295705.92;32611;;
2018-04222;;;;;;;11;415973.17;6291824.75;32611;;
2018-04223;;;;;;;11;417126.83;6294565.25;32611;;
2018-04224;;;;;;;11;419262.38;6296016.44;32611;;
2018-04225;;;;;;;11;416688.83;6295087.17;32611;;
2018-04226;;;;;;;11;416688.83;6295087.17;32611;;
2018-04227;;;;;;;11;415973.17;6291824.75;32611;;
2021-35597;;;;;;;;;;;;
2022-15194;;;;;;;;;;;;
2023-02083;;;;;;;;;;;;
2018-00672;56;36;0.3;-111;18;40.9;;;;;;
2018-02835;;;;;;;11;413437.53;6291105.97;32611;;
2018-02890;;;;;;;11;416424.9;6298348.49;32611;;
2018-03018;;;;;;;11;416883.18;6295178.98;32611;;
2018-04228;;;;;;;11;417417.08;6294798.92;32611;;
2018-04229;;;;;;;11;417567.61;6294428;32611;;
2018-04230;;;;;;;;;;;;
2018-04231;;;;;;;11;413437.54;6291105.97;32611;;
2018-04232;;;;;;;11;419262.84;6290087.84;32611;;
2018-04474;54;34;59;-110;28;15;;;;;;
2018-04534;54;34;59;-110;28;15;;;;;;
2018-05294;;;;;;;;;;;;
2018-05465;;;;;;;;;;;;
2021-35236;;;;;;;;;;;;
2022-15051;;;;;;;;;;;;
2022-15552;;;;;;;;;;;;
2023-02086;;;;;;;;;;;;
2018-05027;54;57;1;-112;53;21;;;;;;
2022-15390;;;;;;;;;;;;
2018-00261;56;22;15.3;-111;0;36.6;;;;;;
2018-02046;;;;;;;12;334937.47;5936368.23;32612;;
2018-02052;;;;;;;12;330515.54;5932079.44;32612;;
2018-02069;;;;;;;12;334937.47;5936368.23;32612;;
2018-02070;;;;;;;12;334937.47;5936368.23;32612;;
2018-02091;;;;;;;12;334937.47;5936368.23;32612;;
2018-05466;;;;;;;;;;;;
2021-35082;;;;;;;;;;;;
2021-35355;;;;;;;;;;;;
2022-15553;;;;;;;;;;;;
2023-02057;;;;;;;;;;;;
2023-02375;;;;;;;;;;;;
2018-01914;55;22;19;-111;8;58;;;;;;
2018-02174;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02341;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02364;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02365;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-04234;;;;;;;11;413454.5;6291764.5;32611;;
2018-04235;;;;;;;11;416013.14;6295295.64;32611;;
2018-04236;;;;;;;11;418767.93;6290343.21;32611;;
2018-04237;;;;;;;11;416362.25;6294363;32611;;
2018-04238;;;;;;;11;416688.83;6295087.17;32611;;
2018-04239;;;;;;;11;417859.48;6299175.58;32611;;
2018-05172;55;9;35;-112;59;3;;;;;;
2021-35029;55;6;35.88;118;45;35.01;;;;;;
2022-15381;;;;;;;;;;;;
2022-15401;;;;;;;;;;;;
2022-15414;;;;;;;;;;;;
2018-05467;;;;;;;;;;;;
2022-15037;;;;;;;;;;;;
2023-02150;;;;;;;;;;;;
2018-01247;;;;;;;;;;;;
2022-15554;;;;;;;;;;;;
2018-00116;56;31;22.8;-111;16;15.7;;;;;;
2018-00218;56;22;15.3;-111;0;36.6;;;;;;
2018-00266;56;22;15.9;-111;0;36.4;;;;;;
2018-00297;56;26;0.6;-111;3;57.5;;;;;;
2018-00306;56;26;0.1;-111;3;56.7;;;;;;
2018-00422;56;22;1.4;-111;35;2.7;;;;;;
2018-00506;56;38;58.1;-111;18;49.6;;;;;;
2018-00647;56;38;5.6;-111;9;7.2;;;;;;
2018-02067;;;;;;;12;330443.25;5932417.45;32612;;
2018-02188;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02287;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02424;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-03076;;;;;;;11;418394.34;6299760.99;32611;;
2018-04240;;;;;;;11;417403.67;6298143.25;32611;;
2018-04241;;;;;;;11;417403.67;6298143.25;32611;;
2018-04242;;;;;;;;;;;;
2018-04442;54;34;58;-110;28;30;;;;;;
2018-05028;54;38;35;-111;17;49;;;;;;
2018-05173;54;57;19;-112;50;5;;;;;;
2018-05468;;;;;;;;;;;;
2021-35242;;;;;;;;;;;;
2022-15555;;;;;;;;;;;;
2023-02058;;;;;;;;;;;;
2022-15195;;;;;;;;;;;;
2018-05174;55;3;21;-111;59;24;;;;;;
2018-05029;54;38;35;-111;17;49;;;;;;
2023-02010;;;;;;;;;;;;
2018-02086;;;;;;;12;335050.38;5935153.58;32612;;
2018-02095;;;;;;;12;329400.26;5931229.67;32612;;
2022-15277;;;;;;;;;;;;
2018-01260;;;;;;;;;;;;
2018-02819;;;;;;;11;417201.09;6290402.47;32611;;
2018-04243;;;;;;;11;417126.83;6294565.25;32611;;
2018-02314;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02368;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2022-15202;53;47;35;-113;51;11;;;;;;
2023-02007;;;;;;;;;;;;
2018-04244;;;;;;;11;418660.25;6296422;32611;;
2018-04245;;;;;;;11;414765.07;6290081.5;32611;;
2018-04246;;;;;;;11;417567.61;6294428;32611;;
2018-04247;;;;;;;11;417417.08;6294798.92;32611;;
2018-04248;;;;;;;11;418261.78;6296531.83;32611;;
2018-05302;;;;;;;;;;;;
2018-04393;54;34;59;-110;28;15;;;;;;
2018-04397;54;34;59;-110;28;15;;;;;;
2018-04407;54;34;59;-110;28;15;;;;;;
2018-04412;54;34;59;-110;28;15;;;;;;
2018-04416;54;34;59;-110;28;15;;;;;;
2018-04420;54;34;59;-110;28;15;;;;;;
2018-04421;54;34;59;-110;28;15;;;;;;
2018-04423;54;34;59;-110;28;15;;;;;;
2018-04432;54;34;59;-110;28;15;;;;;;
2018-04438;54;34;59;-110;28;15;;;;;;
2018-04452;54;34;59;-110;28;15;;;;;;
2018-04455;54;34;59;-110;28;15;;;;;;
2018-04456;54;34;59;-110;28;15;;;;;;
2018-04475;54;34;59;-110;28;15;;;;;;
2018-04541;54;34;59;-110;28;15;;;;;;
2018-04607;54;34;59;-110;28;15;;;;;;
2018-04610;54;34;59;-110;28;15;;;;;;
2018-04623;54;34;59;-110;28;15;;;;;;
2018-05252;;;;;;;;;;;;
2018-00161;56;31;22.8;-111;16;15.7;;;;;;
2018-00219;56;22;15.3;-111;0;36.6;;;;;;
2018-00267;56;22;15.9;-111;0;36.4;;;;;;
2018-00447;56;22;1.4;-111;35;2.7;;;;;;
2018-00462;56;35;59.9;-111;18;41.4;;;;;;
2018-00668;56;31;43.1;-111;18;44.9;;;;;;
2018-00911;56;35;59.9;-111;18;41.4;;;;;;
2018-01930;55;22;22;-111;10;26;;;;;;
2018-04450;54;34;59;-110;28;15;;;;;;
2018-04744;55;22;19;-111;9;7;;;;;;
2018-04863;55;6;35.41;-118;45;40.15;;;;;;
2018-05469;;;;;;;;;;;;
2021-35125;;;;;;;;;;;;
2022-15430;;;;;;;;;;;;
2022-15556;;;;;;;;;;;;
2023-02376;;;;;;;;;;;;
2021-35357;;;;;;;;;;;;
2022-15038;;;;;;;;;;;;
2023-02143;;;;;;;;;;;;
2018-00302;56;24;49.3;-111;2;52.8;;;;;;
2018-00318;56;26;0.1;-111;3;56.7;;;;;;
2018-00429;56;31;44.9;-111;18;44.6;;;;;;
2018-00671;56;31;43.6;-111;18;44.5;;;;;;
2018-02269;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02460;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02553;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02620;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02642;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02747;;;;;;;11;418128.64;6292957.47;32611;;
2018-03045;;;;;;;11;416425;6294733;32611;;
2018-03088;;;;;;;11;418163.34;6292953.47;32611;;
2018-03101;;;;;;;11;417160;6296716;32611;;
2018-04249;;;;;;;11;418808.06;6295997.63;32611;;
2018-04250;;;;;;;11;417063;6290604.93;32611;;
2018-04251;;;;;;;11;416931.5;6289915.17;32611;;
2018-04252;;;;;;;11;418366.83;6290443.42;32611;;
2018-04253;;;;;;;11;416688;6290321.5;32611;;
2018-04254;;;;;;;11;418808.06;6295997.63;32611;;
2018-04255;;;;;;;;;;;;
2018-04256;;;;;;;11;416638.07;6290132.66;32611;;
2018-04257;;;;;;;11;417036.22;6296754.57;32611;;
2018-04414;54;34;58;-110;28;30;;;;;;
2018-04601;54;34;58;-110;28;30;;;;;;
2018-04617;54;34;58;-110;28;30;;;;;;
2018-05030;54;56;41;-112;51;2;;;;;;
2018-05470;;;;;;;;;;;;
2021-35407;;;;;;;;;;;;
2021-35436;;;;;;;;;;;;
2021-35571;;;;;;;;;;;;
2022-15142;;;;;;;;;;;;
2022-15199;;;;;;;;;;;;
2022-15252;;;;;;;;;;;;
2022-15328;;;;;;;;;;;;
2023-02122;;;;;;;;;;;;
2023-02377;;;;;;;;;;;;
2018-05188;;;;;;;;;;;;
2018-05233;;;;;;;;;;;;
2018-05246;;;;;;;;;;;;
2018-05279;;;;;;;;;;;;
2018-05296;;;;;;;;;;;;
2018-01450;;;;;;;;;;;;
2018-00639;56;21;59.9;-111;35;5.2;;;;;;
2018-01687;55;22;19;-111;9;4;;;;;;
2018-02319;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02325;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02345;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02483;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02895;;;;;;;11;416963.18;6290597.97;32611;;
2018-03109;;;;;;;11;418094.33;6299299.49;32611;;
